player_id,player_name,country,country_id,birth_date_utc,primary_position,club_id,club_name,height_cm,preferred_foot,transfer_value_eur,age,detail_name,positionId,usualPlayingPositionId,shirtNumber,market_value_eur,rating,goals,assists,red_cards,yellow_cards,detail_height_cm,detail_birth_date,detail_transfer_value_eur,season_goals,season_rating,season_assists,player_of_the_match,isCaptain
1107287,Carl Sainté,Haiti,5934,2002-08-09,center back,1003209.0,El Paso Locomotive FC,182.0,right,69402.0,23.0,Carl Sainté,,1.0,6,69402.0,,,,,,,,,,,,,
1181438,Martin Expérience,Haiti,5934,1999-03-09,left wing-back,,Unknown,178.0,left,217557.0,27.0,Martin Expérience,38.0,1.0,8,181297.0,,,,,,,,,,,,,
1199382,Josué Casimir,Haiti,5934,2001-09-24,right midfielder,8583.0,Auxerre,178.0,right,3526640.0,24.0,Josué Casimir,72.0,2.0,21,4408300.0,,,,,,,,,,,,,
1200016,Ruben Providence,Haiti,5934,2001-07-07,left winger,4116.0,Almere City FC,178.0,right,221974.0,24.0,Ruben Providence,78.0,3.0,15,277468.0,,,,,,,,,,,,,
1209244,Alexandre Pierre,Haiti,5934,2001-02-25,keeper,9874.0,Sochaux,190.0,right,271235.0,25.0,Alexandre Pierre,,0.0,12,310653.0,,,,,,,,,,,,,
1242314,Lenny Joseph,Haiti,5934,2000-10-12,striker,8222.0,Ferencvaros,183.0,right,1350126.0,25.0,Lenny Joseph,115.0,3.0,16,1137797.0,,,,,,,,,,,,,
1286428,Garven Metusala,Haiti,5934,1999-12-31,center back,614321.0,Colorado Springs Switchbacks FC,186.0,both,61751.0,26.0,Garven Metusala,,1.0,14,60507.0,,,,,,,,,,,,,
1329461,Danley Jean Jacques,Haiti,5934,2000-05-20,central midfielder,191716.0,Philadelphia Union,180.0,right,1913572.0,26.0,Danley Jean Jacques,74.0,2.0,17,1875338.0,,,,,,,,,,,,,
1356595,Dominique Simon,Haiti,5934,2000-07-29,central midfielder,2406.0,Pardubice,179.0,right,172115.0,25.0,Dominique Simon,,2.0,25,143429.0,,,,,,,,,,,,,
1394254,Wilguens Paugain,Haiti,5934,2001-08-24,right wing-back,10000.0,Zulte Waregem,180.0,right,565288.0,24.0,Wilguens Paugain,,2.0,24,471074.0,,,,,,,,,,,,,
1447452,Olivier Pierre,Haiti,5934,2004-12-30,midfielder,911047.0,Real Hope FA,175.0,right,,21.0,Olivier Pierre,,2.0,26,,,,,,,,,,,,,,
1807873,Keeto Thermoncy,Haiti,5934,2006-03-29,defender,4641.0,Young Boys II,179.0,right,298631.0,20.0,Keeto Thermoncy,,1.0,3,298631.0,,,,,,,,,,,,,
525445,Duckens Nazon,Haiti,5934,1994-04-07,striker,101614.0,Esteghlal,181.0,right,468548.0,32.0,Duckens Nazon,,3.0,9,585685.0,,,,,,,,,,,,,
532700,Ricardo Adé,Haiti,5934,1990-05-21,center back,6721.0,LDU de Quito,190.0,right,274554.0,36.0,Ricardo Adé,34.0,1.0,4,343192.0,,,,,,,,,,,,,
634110,Carlens Arcus,Haiti,5934,1996-06-28,right back,8121.0,Angers,180.0,right,1039378.0,29.0,Carlens Arcus,,1.0,2,1291164.0,,,,,,,,,,,,,
643482,Derrick Etienne,Haiti,5934,1996-11-25,striker,56453.0,Toronto FC,178.0,right,253844.0,29.0,Derrick Etienne,,3.0,7,317306.0,,,,,,,,,,,,,
649744,Duke Lacroix,Haiti,5934,1993-10-14,left back,614321.0,Colorado Springs Switchbacks FC,175.0,left,50000.0,32.0,Duke Lacroix,,1.0,13,50000.0,,,,,,,,,,,,,
759569,Yassin Fortuné,Haiti,5934,1999-01-30,striker,4531.0,Vizela,185.0,right,240664.0,27.0,Yassin Fortuné,,3.0,19,300830.0,,,,,,,,,,,,,
769166,Jean-Ricner Bellegarde,Haiti,5934,1998-06-27,central midfielder,8602.0,Wolverhampton Wanderers,170.0,right,15860619.0,27.0,Jean-Ricner Bellegarde,76.0,2.0,10,17622910.0,,,,,,,,,,,,,
769168,Jean-Kévin Duverne,Haiti,5934,1997-07-12,center back,9830.0,Nantes,184.0,right,1176519.0,,Jean-Kévin Duverne,,,,,,,,,,,,,,,,,
822716,Hannes Delcroix,Haiti,5934,1999-02-28,center back,7896.0,Lugano,185.0,left,1077002.0,27.0,Hannes Delcroix,36.0,1.0,5,1077203.0,,,,,,,,,,,,,
833641,Frantzdy Pierrot,Haiti,5934,1995-03-29,striker,8563.0,AEK Athens,194.0,right,1422568.0,31.0,Frantzdy Pierrot,,3.0,20,1412751.0,,,,,,,,,,,,,
887703,Wilson Isidor,Haiti,5934,2000-08-27,striker,8472.0,Sunderland,180.0,right,19480036.0,,Wilson Isidor,,,,,,,,,,,,,,,,,
899023,Josué Duverger,Haiti,5934,2000-04-27,keeper,0.0,FC Cosmos Koblenz,187.0,left,,26.0,Josué Duverger,,0.0,23,,,,,,,,,,,,,,
1050838,Anass Salah-Eddine,Morocco,6262,2002-01-18,left back,8686.0,Roma,179.0,left,10187905.0,24.0,Anass Salah-Eddine,38.0,1.0,26,10187905.0,,,,,,,,,,6.46,,,
1073143,Azzedine Ounahi,Morocco,6262,2000-04-19,attacking midfielder,7732.0,Girona,182.0,right,9967754.0,,Azzedine Ounahi,,,,,,,,,,,,,,,,,
1180288,Ismael Saibari,Morocco,6262,2001-01-28,attacking midfielder,9823.0,Bayern München,185.0,right,49583828.0,,Ismael Saibari,,,,,,,,,,,,,,,,,
1187506,Chadi Riad,Morocco,6262,2003-06-17,center back,9826.0,Crystal Palace,187.0,left,15125184.0,23.0,Chadi Riad,,1.0,18,15125184.0,,,,,,,,,,7.04,1.0,,
1242587,Amine Sbaï,Morocco,6262,2000-11-05,left winger,8121.0,Angers,175.0,right,1813885.0,25.0,Amine Sbaï,,3.0,17,1813885.0,,,,,,,,,,,,,
1274060,Neil El Aynaoui,Morocco,6262,2001-07-02,defensive midfielder,8686.0,Roma,182.0,right,20071939.0,25.0,Neil El Aynaoui,66.0,2.0,24,20071939.0,,,,,,,,,,7.19,,,
1287871,Zakaria El Ouahdi,Morocco,6262,2001-12-31,right back,9987.0,Genk,175.0,right,16159080.0,24.0,Zakaria El Ouahdi,,1.0,13,16159080.0,,,,,,,,,,,,,
1298186,Redouane Halhal,Morocco,6262,2003-03-05,center back,8203.0,KV Mechelen,185.0,right,2225273.0,23.0,Redouane Halhal,,1.0,25,2225273.0,,,,,,,,,,7.01,,,
1340895,Bilal El Khannouss,Morocco,6262,2004-05-10,attacking midfielder,10269.0,VfB Stuttgart,180.0,right,36014850.0,22.0,Bilal El Khannouss,115.0,2.0,23,36014850.0,,,,,,,,,,7.3,,,
1368654,Chemsdine Talbi,Morocco,6262,2005-05-09,right winger,8472.0,Sunderland,175.0,right,26961307.0,21.0,Chemsdine Talbi,87.0,3.0,7,26961307.0,,,,,,,,,,6.74,1.0,,
1561552,Ayyoub Bouaddi,Morocco,6262,2007-10-02,defensive midfielder,8639.0,Lille,185.0,right,48382644.0,18.0,Ayyoub Bouaddi,64.0,2.0,6,48382644.0,,,,,,,,,,7.05,,,
1598170,Samir El Mourabet,Morocco,6262,2005-10-06,defensive midfielder,9848.0,Strasbourg,187.0,left,4596544.0,20.0,Samir El Mourabet,,2.0,15,4596544.0,,,,,,,,,,6.4,,,
1603755,Gessime Yassine,Morocco,6262,2005-11-22,right winger,9848.0,Strasbourg,172.0,left,8432368.0,20.0,Gessime Yassine,,3.0,16,8432368.0,,,,,,,,,1.0,7.25,,,
1680173,Ayoube Amaimouni-Echghouyab,Morocco,6262,2004-11-30,right winger,9810.0,Eintracht Frankfurt,179.0,left,1269678.0,21.0,Ayoube Amaimouni-Echghouyab,,3.0,21,1269678.0,,,,,,,,,,6.24,,,
340020,Yassine Bounou,Morocco,6262,1991-04-05,keeper,2529.0,Al Hilal,195.0,left,1905419.0,35.0,Yassine Bounou,11.0,0.0,1,1905419.0,,,,,,,,,,6.94,,,
573787,Munir,Morocco,6262,1989-05-10,keeper,316652.0,RSB Berkane,190.0,right,388965.0,37.0,Munir,,0.0,12,388965.0,,,,,,,,,,,,,
593116,Sofyan Amrabat,Morocco,6262,1996-08-21,defensive midfielder,8695.0,Fenerbahçe,185.0,right,11405439.0,29.0,Sofyan Amrabat,,2.0,4,11405439.0,,,,,,,,,,6.35,,,
614912,Marwane Saadane,Morocco,6262,1992-01-17,center back,177356.0,Al Fateh FC,185.0,right,196011.0,34.0,Marwane Saadane,,1.0,5,196011.0,,,,,,,,,,,,,
696443,Issa Diop,Morocco,6262,1997-01-09,center back,9879.0,Fulham,194.0,right,9993650.0,29.0,Issa Diop,34.0,1.0,14,9993650.0,,,,,,,,,1.0,7.18,,,
750027,Brahim Díaz,Morocco,6262,1999-08-03,right winger,8633.0,Real Madrid,170.0,left,31471470.0,,Brahim Díaz,,,,,,,,,,,,,,,,,
770881,Achraf Hakimi,Morocco,6262,1998-11-04,right back,9847.0,Paris Saint-Germain,181.0,right,73036848.0,,Achraf Hakimi,,,,,,,,,,,,,,,,,
775539,Noussair Mazraoui,Morocco,6262,1997-11-14,left back,10260.0,Manchester United,183.0,right,21173600.0,28.0,Noussair Mazraoui,36.0,1.0,3,21173600.0,,,,,,,,,,7.59,,,
884382,Ayoub El Kaabi,Morocco,6262,1993-06-25,striker,8638.0,Olympiacos,182.0,left,2323757.0,33.0,Ayoub El Kaabi,,3.0,20,2323757.0,,,,,,,,,,6.7,,,
885288,Ahmed Tagnaouti,Morocco,6262,1996-04-05,keeper,102035.0,FAR Rabat,186.0,right,478587.0,30.0,Ahmed Tagnaouti,,0.0,22,478587.0,,,,,,,,,,,,,
909908,Youssef Belammari,Morocco,6262,1998-09-20,left back,101745.0,Al Ahly SC,183.0,left,1208587.0,27.0,Youssef Belammari,,1.0,19,1208587.0,,,,,,,,,,,,,
988749,Soufiane Rahimi,Morocco,6262,1996-06-02,striker,102117.0,Al-Ain,180.0,right,3615073.0,,Soufiane Rahimi,,,,,,,,,,,,,,,,,
1054166,Oswin Appollis,South Africa,6316,2001-08-25,left winger,7866.0,Orlando Pirates,171.0,right,820378.0,24.0,Oswin Appollis,87.0,3.0,7,683649.0,,,,,,,,,,,,,
1076668,Iqraam Rayners,South Africa,6316,1995-12-19,striker,4530.0,Mamelodi Sundowns FC,176.0,right,1728893.0,30.0,Iqraam Rayners,,3.0,15,1686937.0,,,,,,,,,,,,,
1107735,Sphephelo Sithole,South Africa,6316,1999-03-03,defensive midfielder,188163.0,Tondela,186.0,right,435110.0,27.0,Sphephelo Sithole,66.0,2.0,13,543888.0,,,,,,,,,,,,,
1124424,Thalente Mbatha,South Africa,6316,2000-03-06,defensive midfielder,7866.0,Orlando Pirates,180.0,right,864734.0,26.0,Thalente Mbatha,,2.0,5,826792.0,,,,,,,,,,,,,
1137059,Evidence Makgopa,South Africa,6316,2000-06-05,striker,7866.0,Orlando Pirates,188.0,right,648428.0,26.0,Evidence Makgopa,115.0,3.0,17,570048.0,,,,,,,,,,,,,
1178629,Jayden Adams,South Africa,6316,2001-05-05,defensive midfielder,,Unknown,175.0,right,316800.0,25.0,Jayden Adams,,2.0,23,264000.0,,,,,,,,,,,,,
1202481,Bradley Cross,South Africa,6316,2001-01-30,left back,6279.0,Kaizer Chiefs,175.0,left,347389.0,25.0,Bradley Cross,,1.0,26,434237.0,,,,,,,,,,,,,
1289611,Tshepang Moremi,South Africa,6316,2000-10-02,left winger,7866.0,Orlando Pirates,168.0,left,614653.0,,Tshepang Moremi,,,,,,,,,,,,,,,,,
1394951,Thapelo Maseko,South Africa,6316,2003-11-11,right winger,4530.0,Mamelodi Sundowns FC,178.0,left,539836.0,,Thapelo Maseko,,,,,,,,,,,,,,,,,
1451566,Kamogelo Sebelebele,South Africa,6316,2002-07-21,right back,7866.0,Orlando Pirates,166.0,right,537448.0,23.0,Kamogelo Sebelebele,,1.0,25,551735.0,,,,,,,,,,,,,
1469826,Olwethu Makhanya,South Africa,6316,2004-04-30,center back,191716.0,Philadelphia Union,185.0,right,1930929.0,22.0,Olwethu Makhanya,,1.0,24,1770272.0,,,,,,,,,,,,,
1471333,Relebohile Mofokeng,South Africa,6316,2004-10-23,attacking midfielder,7978.0,Union St.Gilloise,161.0,right,1744922.0,21.0,Relebohile Mofokeng,85.0,3.0,10,1471376.0,,,,,,,,,,,,,
1579341,Thabang Matuludi,South Africa,6316,1999-01-14,right back,149600.0,Polokwane City,189.0,right,419681.0,27.0,Thabang Matuludi,,1.0,2,388495.0,,,,,,,,,,,,,
1600334,Ime Okon,South Africa,6316,2004-02-20,center back,9904.0,Hannover 96,187.0,right,1770254.0,,Ime Okon,,,,,,,,,,,,,,,,,
1680659,Samukelo Kabini,South Africa,6316,2004-03-15,left back,9917.0,Molde,188.0,left,1911749.0,22.0,Samukelo Kabini,,1.0,18,1911749.0,,,,,,,,,,,,,
1680696,Khulumani Ndamane,South Africa,6316,2004-02-05,center back,4530.0,Mamelodi Sundowns FC,183.0,right,396326.0,22.0,Khulumani Ndamane,,1.0,3,330272.0,,,,,,,,,,,,,
1719066,Mbekezeli Mbokazi,South Africa,6316,2005-09-19,center back,6397.0,Chicago Fire FC,177.0,left,845953.0,20.0,Mbekezeli Mbokazi,36.0,1.0,14,704961.0,,,,,,,,,,,,,
253991,Ronwen Williams,South Africa,6316,1992-01-21,keeper,4530.0,Mamelodi Sundowns FC,184.0,right,485782.0,34.0,Ronwen Williams,11.0,0.0,1,607227.0,,,,,,,,,,,,,True
303609,Themba Zwane,South Africa,6316,1989-08-03,attacking midfielder,4530.0,Mamelodi Sundowns FC,170.0,right,60000.0,36.0,Themba Zwane,1100.0,2.0,11,50000.0,,,,,,,,,,,,,
428006,Ricardo Goss,South Africa,6316,1994-04-02,keeper,4530.0,Mamelodi Sundowns FC,181.0,right,110797.0,32.0,Ricardo Goss,,0.0,22,92330.0,,,,,,,,,,,,,
616179,Aubrey Modiba,South Africa,6316,1995-07-22,left back,4530.0,Mamelodi Sundowns FC,167.0,left,829163.0,,Aubrey Maphosa Modiba,,,,,,,,,,,,,,,,,
716819,Nkosinathi Sibisi,South Africa,6316,1995-09-22,center back,7866.0,Orlando Pirates,177.0,right,765783.0,30.0,Nkosinathi Sibisi,,1.0,19,742924.0,,,,,,,,,,,,,
787099,Sipho Chaine,South Africa,6316,1996-12-14,keeper,7866.0,Orlando Pirates,186.0,right,755548.0,29.0,Sipho Chaine,,0.0,16,738447.0,,,,,,,,,,,,,
848361,Teboho Mokoena,South Africa,6316,1997-01-24,defensive midfielder,4530.0,Mamelodi Sundowns FC,176.0,right,1261702.0,,Teboho Mokoena,,,,,,,,,,,,,,,,,
881500,Lyle Foster,South Africa,6316,2000-09-03,striker,8191.0,Burnley,185.0,right,12005752.0,25.0,Lyle Foster,,3.0,9,13339724.0,,,,,,,,,,,,,
940010,Khuliso Mudau,South Africa,6316,1995-04-26,right back,4530.0,Mamelodi Sundowns FC,181.0,right,513583.0,,Khuliso Mudau,,,,,,,,,,,,,,,,,
1033099,Hicham Boudaoui,Algeria,6317,1999-09-23,central midfielder,9831.0,Nice,173.0,right,10828692.0,26.0,Hicham Boudaoui,,2.0,14,10828692.0,,,,,,,,,,,,,
1039219,Samir Chergui,Algeria,6317,1999-02-06,right back,6379.0,Paris FC,180.0,right,1600467.0,27.0,Samir Chergui,,1.0,26,1600467.0,,,,,,,,,,,,,
1074967,Ramiz Zerrouki,Algeria,6317,1998-05-26,defensive midfielder,10235.0,Feyenoord,183.0,right,5753000.0,28.0,Ramiz Zerrouki,84.0,2.0,6,4371013.0,,,,,,,,,,,,,
1116034,Oussama Benbot,Algeria,6317,1994-10-11,keeper,101628.0,USM Alger,188.0,right,,31.0,Oussama Benbot,,0.0,16,,,,,,,,,,,,,,
1118823,Zineddine Belaïd,Algeria,6317,1999-03-20,center back,101630.0,JS Kabylie,187.0,right,420053.0,27.0,Zineddine Belaïd,,1.0,5,420053.0,,,,,,,,,,,,,
1131925,Mohamed Tougai,Algeria,6317,2000-01-22,center back,8153.0,Espérance,191.0,right,886404.0,26.0,Mohamed Tougai,,1.0,4,886404.0,,,,,,,,,,,,,
1134206,Mohamed Amoura,Algeria,6317,2000-05-09,striker,8721.0,Wolfsburg,168.0,right,26375846.0,26.0,Mohamed Amoura,,,,26375846.0,,,,,,,,,,,,,
1178324,Jaouen Hadjam,Algeria,6317,2003-03-26,left back,10192.0,Young Boys,184.0,left,8388063.0,23.0,Jaouen Hadjam,,1.0,13,8388063.0,,,,,,,,,,,,,
1210929,Nadir Benbouali,Algeria,6317,2000-04-17,striker,5755.0,Györi ETO,187.0,left,868827.0,,Nadir Benbouali,,,,,,,,,,,,,,,,,
1231029,Rafik Belghali,Algeria,6317,2002-06-07,right midfielder,9876.0,Hellas Verona,178.0,right,6045882.0,24.0,Rafik Belghali,32.0,2.0,17,6045882.0,,,,,,,,,,,,,
1285492,Melvin Mastil,Algeria,6317,2000-02-19,keeper,2442.0,Stade Nyonnais,196.0,right,231545.0,26.0,Melvin Mastil,,0.0,1,231545.0,,,,,,,,,,,,,
1288907,Yacine Titraoui,Algeria,6317,2003-07-26,defensive midfielder,9986.0,Sporting Charleroi,170.0,right,6991052.0,22.0,Yacine Titraoui,,2.0,24,6991052.0,,,,,,,,,,,,,
1298669,Adil Boulbina,Algeria,6317,2003-05-02,left winger,203826.0,Al-Duhail SC,183.0,right,2111022.0,23.0,Adil Boulbina,,3.0,20,2111022.0,,,,,,,,,,,,,
1345875,Farès Chaïbi,Algeria,6317,2002-11-28,defensive midfielder,9810.0,Eintracht Frankfurt,183.0,right,17686675.0,,Farès Chaïbi,,,,,,,,,,,,,,,,,
1362385,Achref Abada,Algeria,6317,1999-06-15,center back,101628.0,USM Alger,185.0,right,,27.0,Achref Abada,,1.0,3,,,,,,,,,,,,,,
1457626,Ibrahim Maza,Algeria,6317,2005-11-24,attacking midfielder,8178.0,Bayer Leverkusen,180.0,right,23130811.0,20.0,Ibrahim Maza,105.0,2.0,22,23130811.0,,,,,,,,,,,,,
1523327,Farès Ghedjemis,Algeria,6317,2002-09-06,right winger,9891.0,Frosinone,183.0,left,2617879.0,23.0,Farès Ghedjemis,,3.0,25,2617879.0,,,,,,,,,,,,,
1576876,Anis Hadj Moussa,Algeria,6317,2002-02-11,right winger,10235.0,Feyenoord,176.0,left,20915112.0,24.0,Anis Hadj Moussa,,3.0,11,20915112.0,,,,,,,,,,,,,
210683,Aïssa Mandi,Algeria,6317,1991-10-22,center back,8581.0,Levante,186.0,right,1005703.0,34.0,Aïssa Mandi,34.0,1.0,2,1005703.0,,,,,,,,,,,,,
278343,Riyad Mahrez,Algeria,6317,1991-02-21,right winger,2530.0,Al Ahli,179.0,left,3582585.0,,Riyad Mahrez,,,,,,,,,,,,,,,,,
500520,Nabil Bentaleb,Algeria,6317,1994-11-24,defensive midfielder,8639.0,Lille,187.0,left,931803.0,31.0,Nabil Bentaleb,65.0,2.0,19,931803.0,,,,,,,,,,,,,
559065,Ramy Bensebaini,Algeria,6317,1995-04-16,center back,9789.0,Borussia Dortmund,186.0,left,11871091.0,31.0,Ramy Bensebaini,36.0,1.0,21,11871091.0,,,,,,,,,,,,,
770880,Luca Zidane,Algeria,6317,1998-05-13,keeper,7878.0,Granada,183.0,right,743782.0,28.0,Luca Zidane,11.0,0.0,23,743782.0,,,,,,,,,,,,,
776299,Houssem Aouar,Algeria,6317,1998-06-30,attacking midfielder,8577.0,Al Ittihad,175.0,right,6776326.0,,Houssem Aouar,,,,,,,,,,,,,,,,,
844437,Amine Gouiri,Algeria,6317,2000-02-16,striker,8592.0,Marseille,180.0,right,27813453.0,,Amine Gouiri,,,,,,,,,,,,,,,,,
933845,Rayan Aït-Nouri,Algeria,6317,2001-06-06,left back,8456.0,Manchester City,180.0,left,43141768.0,,Rayan Aït-Nouri,,,,,,,,,,,,,,,,,
1022309,Gédéon Kalulu,DR Congo,6321,1997-08-29,right back,2136.0,Aris Limassol,176.0,right,693845.0,28.0,Gédéon Kalulu,,1.0,24,693845.0,,,,,,,,,,,,,
1049799,Nathanaël Mbuku,DR Congo,6321,2002-03-16,left winger,8406.0,Augsburg,170.0,left,1505904.0,24.0,Nathanaël Mbuku,103.0,3.0,7,1505904.0,,,,,,,,,,,,,
1116042,Fiston Mayele,DR Congo,6321,1994-06-24,striker,517894.0,Pyramids FC,185.0,right,1006694.0,,Fiston Mayele,,,,,,,,,,,,,,,,,
1132814,Steve Kapuadi,DR Congo,6321,1998-04-30,center back,8024.0,Widzew Łódź,196.0,left,1416114.0,28.0,Steve Kapuadi,,1.0,3,1416114.0,,,,,,,,,,,,,
1257080,Matthieu Epolo,DR Congo,6321,2005-01-15,keeper,9985.0,Standard Liege,183.0,right,6537663.0,21.0,Matthieu Epolo,,0.0,21,6537663.0,,,,,,,,,,,,,
1302121,Brian Cipenga,DR Congo,6321,1998-03-11,left winger,9865.0,Almeria,169.0,right,537027.0,,Brian Cipenga,,,,,,,,,,,,,,,,,
1359649,Noah Sadiki,DR Congo,6321,2004-12-17,central midfielder,8472.0,Sunderland,173.0,right,34369014.0,21.0,Noah Sadiki,77.0,2.0,14,34369014.0,,,,,,,,,,,,,
1428153,Ngal Ayel Mukau,DR Congo,6321,2004-11-03,right winger,8639.0,Lille,188.0,left,14410264.0,21.0,Ngal Ayel Mukau,73.0,2.0,6,14410264.0,,,,,,,,,,,,,
163205,Gaël Kakuta,DR Congo,6321,1991-06-21,striker,8120.0,AE Larissa,173.0,left,371433.0,35.0,Gaël Kakuta,,3.0,11,371433.0,,,,,,,,,,,,,
201939,Cédric Bakambu,DR Congo,6321,1991-04-11,striker,8603.0,Real Betis,183.0,right,1086007.0,35.0,Cédric Bakambu,,3.0,17,1086007.0,,,,,,,,,,,,,
277761,Chancel Mbemba,DR Congo,6321,1994-08-08,center back,8639.0,Lille,182.0,right,1463786.0,,Chancel Mbemba,,,,,,,,,,,,,,,,,
418137,Arthur Masuaku,DR Congo,6321,1993-11-07,left back,8472.0,Sunderland,179.0,left,1333736.0,,Arthur Masuaku,,,,,,,,,,,,,,,,,
466132,Théo Bongonda,DR Congo,6321,1995-11-20,right winger,8643.0,Spartak Moscow,177.0,left,1714573.0,30.0,Théo Bongonda,,3.0,10,1714573.0,,,,,,,,,,,,,
490122,Aaron Tshibola,DR Congo,6321,1995-01-02,defensive midfielder,8597.0,Kilmarnock,190.0,right,86400.0,31.0,Aaron Tshibola,,2.0,15,86400.0,,,,,,,,,,,,,
500932,Joris Kayembe Ditu,DR Congo,6321,1994-08-08,left back,9987.0,Genk,180.0,left,1396783.0,31.0,Joris Kayembe Ditu,,1.0,12,1396783.0,,,,,,,,,,,,,
666857,Yoane Wissa,DR Congo,6321,1996-09-03,striker,10261.0,Newcastle United,176.0,right,25272439.0,,Yoane Wissa,,,,,,,,,,,,,,,,,
690149,Axel Tuanzebe,DR Congo,6321,1997-11-14,center back,8191.0,Burnley,183.0,right,2761590.0,28.0,Axel Tuanzebe,36.0,1.0,4,2761590.0,,,,,,,,,,,,,
694060,Meschack Elia,DR Congo,6321,1997-08-06,right winger,4678.0,Alanyaspor,173.0,right,926764.0,,Meschack Elia,,,,,,,,,,,,,,,,,
696932,Simon Banza,DR Congo,6321,1996-08-13,striker,102101.0,Al-Jazira,189.0,right,10582278.0,29.0,Simon Banza,,3.0,23,10582278.0,,,,,,,,,,,,,
743720,Charles Pickel,DR Congo,6321,1997-05-15,central midfielder,102124.0,Sharjah Cultural Club,187.0,right,1347968.0,29.0,Charles Pickel,,2.0,18,1347968.0,,,,,,,,,,,,,
751762,Dylan Batubinsika,DR Congo,6321,1996-02-15,center back,8120.0,AE Larissa,185.0,right,173704.0,30.0,Dylan Batubinsika,,1.0,5,173704.0,,,,,,,,,,,,,
760320,Aaron Wan-Bissaka,DR Congo,6321,1997-11-26,right back,8654.0,West Ham United,183.0,right,22270932.0,,Aaron Wan-Bissaka,,,,,,,,,,,,,,,,,
866108,Samuel Moutoussamy,DR Congo,6321,1996-08-12,defensive midfielder,10187.0,Atromitos,176.0,left,569836.0,29.0,Samuel Moutoussamy,75.0,2.0,8,569836.0,,,,,,,,,,,,,
909803,Edo Kayembe,DR Congo,6321,1998-06-03,central midfielder,9817.0,Watford,183.0,left,2063614.0,28.0,Edo Kayembe,,2.0,25,2063614.0,,,,,,,,,,,,,
912286,Lionel Mpasi-Nzau,DR Congo,6321,1994-08-01,keeper,9746.0,Le Havre,182.0,right,359812.0,31.0,Lionel Mpasi-Nzau,11.0,0.0,1,359812.0,,,,,,,,,,,,,
976996,Timothy Fayulu,DR Congo,6321,1999-07-24,keeper,10179.0,Sion,192.0,right,542306.0,26.0,Timothy Fayulu,,0.0,16,542306.0,,,,,,,,,,,,,
1107280,Pape Sarr,Senegal,6395,2002-09-14,central midfielder,8586.0,Tottenham Hotspur,184.0,right,39271255.0,23.0,Pape Sarr,,2.0,17,39271255.0,,,,,,,,,,,,,
1197347,Nicolas Jackson,Senegal,6395,2001-06-20,striker,8455.0,Chelsea,187.0,right,39658770.0,25.0,Nicolas Jackson,,3.0,11,39658770.0,,,,,,,,,,,,,
1230848,Bamba Dieng,Senegal,6395,2000-03-23,striker,8689.0,Lorient,178.0,right,2415727.0,26.0,Bamba Dieng,,3.0,9,2415727.0,,,,,,,,,,,,,
1254147,Antoine Mendy,Senegal,6395,2004-05-27,center back,9831.0,Nice,187.0,right,7726033.0,22.0,Antoine Mendy,,1.0,24,7726033.0,,,,,,,,,,,,,
1285866,Habib Diarra,Senegal,6395,2004-01-03,central midfielder,8472.0,Sunderland,179.0,right,39176788.0,,Habib Diarra,,,,,,,,,,,,,,,,,
1426170,Mamadou Sarr,Senegal,6395,2005-08-29,center back,8455.0,Chelsea,194.0,right,29125685.0,20.0,Mamadou Sarr,,1.0,2,29125685.0,,,,,,,,,,,,,
1434889,Assane Diao,Senegal,6395,2005-09-07,right winger,10171.0,Como,185.0,right,26816758.0,20.0,Assane Diao,,3.0,7,26816758.0,,,,,,,,,,,,,
1436305,Lamine Camara,Senegal,6395,2004-01-01,defensive midfielder,9829.0,Monaco,173.0,right,36859160.0,,Lamine Camara,,,,,,,,,,,,,,,,,
1451265,Malick Diouf,Senegal,6395,2004-12-28,left back,8654.0,West Ham United,183.0,left,37962523.0,21.0,Malick Diouf,,1.0,25,37962523.0,,,,,,,,,,,,,
1593857,Ibrahim Mbaye,Senegal,6395,2008-01-24,right winger,9847.0,Paris Saint-Germain,175.0,right,32190515.0,18.0,Ibrahim Mbaye,,3.0,20,32190515.0,,,,,,,,,,,,,
179410,Idrissa Gueye,Senegal,6395,1989-09-26,defensive midfielder,8668.0,Everton,174.0,right,1300989.0,36.0,Idrissa Gana Gueye,75.0,2.0,5,1300989.0,,,,,,,,,,,,,True
1798782,Bara Ndiaye,Senegal,6395,2007-12-31,defensive midfielder,1882872.0,Gambinos Stars,180.0,right,1267491.0,18.0,Bara Ndiaye,,2.0,22,1267491.0,,,,,,,,,,,,,
210428,Kalidou Koulibaly,Senegal,6395,1991-06-20,center back,2529.0,Al Hilal,186.0,right,2696583.0,35.0,Kalidou Koulibaly,,1.0,3,2696583.0,,,,,,,,,,,,,
303339,Sadio Mané,Senegal,6395,1992-04-10,left midfielder,101918.0,Al Nassr FC,175.0,right,7888875.0,,Sadio Mané,,,,,,,,,,,,,,,,,
466436,Mory Diaw,Senegal,6395,1993-06-22,keeper,9746.0,Le Havre,197.0,right,928216.0,33.0,Mory Diaw,11.0,0.0,23,928216.0,,,,,,,,,,,,,
588626,Abdoulaye Seck,Senegal,6395,1992-06-04,center back,10185.0,Maccabi Haifa,192.0,right,245903.0,34.0,Abdoulaye Seck,,1.0,4,245903.0,,,,,,,,,,,,,
